Filename:  D:\Backup\Documents\FMF\3. Letnik\Fizikalni Praktikum V\Gamma\BG_100_1.mca
Description:  
TimeStamp:  10/14/2021 17:44:43

Calibration Information
Label:  keV
Channel	Value
396	14
397	5
398	6
399	10
400	10
401	7
402	3
403	11
404	11
405	6
406	11
407	7
408	9
409	5
410	9
411	9
412	5
413	7
414	8
415	6
416	12
417	13
418	9
419	6
420	10
421	6
422	5
423	9
424	9
425	7
426	9
427	5
428	8
429	3
430	11
431	6
432	11
433	2
434	7
435	7
436	13
437	7
438	8
439	7
440	15
441	3
442	7
443	4
444	13
445	6
446	7
447	6
448	7
449	8
450	8
451	6
452	9
453	7
454	7
455	3
456	2
457	7
458	10
459	9
460	5
461	6
462	5
463	4
464	3
465	5
466	5
467	7
468	3
469	5
470	6
471	7
472	3
473	4
474	5
475	3
476	8
477	7
478	4
479	4
480	8
481	4
482	8
483	7
484	3
485	5
486	1
487	8
488	2
489	4
490	4
491	5
492	5
493	6
494	4
495	2
496	3
497	4
498	5
499	6
500	5
501	4
502	7
503	3
504	3
505	2
506	6
507	3
508	6
509	2
510	2
511	1
512	3
513	6
514	6
515	3
516	2
517	2
518	7
519	5
520	2
521	1
522	0
523	8
524	5
525	6
526	9
527	1
528	10
529	6
530	3
531	6
532	5
533	5
534	1
535	3
536	3
537	2
538	2
539	3
540	2
541	8
542	3
543	3
544	6
545	7
546	7
547	3
548	2
549	3
550	3
551	3
552	6
553	2
554	0
555	5
556	3
557	6
558	4
559	1
560	4
561	1
562	1
563	6
564	4
565	3
566	4
567	1
568	2
569	4
570	3
571	1
572	1
573	5
574	2
575	3
576	5
577	1
578	1
579	6
580	2
581	1
582	2
583	1
584	7
585	5
586	5
587	3
588	3
589	2
590	0
591	4
592	2
593	1
594	6
595	2
596	4
597	3
598	2
599	2
600	2
601	4
602	2
603	3
604	4
605	2
606	4
607	0
608	1
609	6
610	2
611	4
612	4
613	4
614	3
615	4
616	2
617	3
618	3
619	3
620	1
621	3
622	2
623	1
624	3
625	2
626	2
627	1
628	3
629	2
630	3
631	1
632	4
633	1
634	5
635	3
636	2
637	7
638	1
639	5
640	2
641	2
642	2
643	7
644	3
645	1
646	2
647	7
648	3
649	3
650	3
651	2
652	4
653	5
654	4
655	1
656	1
657	5
658	3
659	3
660	0
661	2
662	2
663	1
664	7
665	4
666	3
667	1
668	2
669	3
670	1
671	1
672	4
673	0
674	6
675	0
676	4
677	2
678	1
679	1
680	0
681	3
682	1
683	4
684	2
685	4
686	5
687	2
688	2
689	2
690	1
691	3
692	5
693	2
694	2
695	2
696	4
697	1
698	0
699	2
700	5
701	2
702	1
703	3
704	5
705	0
706	3
707	0
708	1
709	1
710	1
711	1
712	5
713	3
714	3
715	2
716	3
717	0
718	4
719	4
720	5
721	2
722	3
723	3
724	1
725	7
726	3
727	2
728	1
729	2
730	4
731	3
732	2
733	1
734	4
735	1
736	3
737	2
738	3
739	3
740	1
741	5
742	3
743	1
744	0
745	6
746	1
747	3
748	2
749	2
750	1
751	2
752	2
753	2
754	3
755	1
756	2
757	2
758	4
759	1
760	3
761	2
762	2
763	3
764	3
765	6
766	4
767	3
768	4
769	4
770	6
771	4
772	5
773	2
774	0
775	3
776	4
777	2
778	3
779	1
780	3
781	2
782	1
783	4
784	2
785	3
786	4
787	2
788	1
789	2
790	2
791	2
792	3
793	2
794	2
795	3
796	3
797	2
798	0
799	2
800	2
801	0
802	3
803	2
804	2
805	2
806	1
807	1
808	3
809	1
810	3
811	1
812	3
813	3
814	3
815	3
816	2
817	4
818	3
819	2
820	0
821	1
822	4
823	3
824	3
825	1
826	1
827	4
828	4
829	3
830	2
831	0
832	2
833	4
834	1
835	3
836	1
837	0
838	1
839	1
840	1
841	2
842	3
843	3
844	1
845	1
846	1
847	0
848	2
849	1
850	2
851	5
852	1
853	0
854	1
855	1
856	0
857	4
858	3
859	3
860	3
861	1
862	1
863	0
864	1
865	1
866	4
867	2
868	2
869	2
870	1
871	0
872	1
873	1
874	2
875	2
876	1
877	4
878	0
879	0
880	0
881	2
882	0
883	2
884	0
885	3
886	2
887	1
888	0
889	1
890	1
891	0
892	1
893	1
894	1
895	0
896	1
897	1
898	1
899	1
900	2
901	0
902	2
903	5
904	1
905	0
906	1
907	1
908	2
909	2
910	1
911	0
912	2
913	1
914	2
915	0
916	0
917	0
918	0
919	3
920	1
921	1
922	2
923	1
924	1
925	2
926	1
927	0
928	1
929	1
930	1
931	0
932	2
933	0
934	0
935	1
936	3
937	4
938	2
939	0
940	2
941	2
942	1
943	0
944	1
945	1
946	4
947	1
948	4
949	1
950	1
951	0
952	0
953	0
954	1
955	2
956	1
957	3
958	1
959	0
960	1
961	0
962	1
963	2
964	2
965	2
966	0
967	2
968	0
969	0
970	0
971	3
972	2
973	1
974	0
975	0
976	0
977	2
978	0
979	2
980	3
981	2
982	2
983	0
984	1
985	0
986	0
987	1
988	0
989	1
990	1
991	0
992	1
993	1
994	3
995	0
996	0
997	1
998	2
999	0
1000	2
1001	0
1002	2
1003	3
1004	1
1005	1
1006	0
1007	1
1008	0
1009	0
1010	3
1011	1
1012	0
1013	2
1014	0
1015	0
1016	0
1017	0
1018	0
1019	1
1020	1
1021	0
1022	0
1023	3
1024	1
1025	0
1026	0
1027	1
1028	0
1029	1
1030	1
1031	3
1032	2
1033	1
1034	0
1035	1
1036	1
1037	1
1038	1
1039	2
1040	0
1041	1
1042	0
1043	1
1044	0
1045	0
1046	0
1047	0
1048	1
1049	0
1050	2
1051	0
1052	1
1053	2
1054	0
1055	0
1056	1
1057	1
1058	2
1059	1
1060	0
1061	2
1062	4
1063	2
1064	0
1065	1
1066	1
1067	2
1068	1
1069	1
1070	2
1071	0
1072	0
1073	2
1074	1
1075	0
1076	1
1077	1
1078	1
1079	0
1080	1
1081	1
1082	0
1083	1
1084	1
1085	0
1086	1
1087	0
1088	1
1089	1
1090	0
1091	0
1092	2
1093	0
1094	2
1095	0
1096	3
1097	2
1098	4
1099	1
1100	0
1101	0
1102	2
1103	1
1104	0
1105	0
1106	0
1107	1
1108	1
1109	3
1110	0
1111	0
1112	0
1113	1
1114	1
1115	0
1116	1
1117	0
1118	1
1119	1
1120	1
1121	0
1122	1
1123	2
1124	0
1125	0
1126	2
1127	1
1128	0
1129	0
1130	1
1131	1
1132	1
1133	1
1134	0
1135	0
1136	1
1137	0
1138	1
1139	1
1140	1
1141	2
1142	0
1143	0
1144	2
1145	0
1146	0
1147	0
1148	2
1149	2
1150	0
1151	0
1152	0
1153	1
1154	0
1155	2
1156	5
1157	0
1158	2
1159	1
1160	3
1161	2
1162	0
1163	1
1164	1
1165	0
1166	0
1167	1
1168	2
1169	2
1170	1
1171	1
1172	2
1173	1
1174	1
1175	1
1176	1
1177	1
1178	0
1179	2
1180	0
1181	1
1182	2
1183	0
1184	0
1185	2
1186	1
1187	3
1188	2
1189	2
1190	0
1191	0
1192	0
1193	2
1194	3
1195	1
1196	3
1197	2
1198	2
1199	0
1200	0
1201	1
1202	0
1203	0
1204	3
1205	1
1206	1
1207	1
1208	2
1209	1
1210	1
1211	1
1212	1
1213	2
1214	1
1215	1
1216	1
1217	2
1218	1
1219	0
1220	2
1221	0
1222	1
1223	3
1224	1
1225	0
1226	1
1227	0
1228	0
1229	1
1230	1
1231	0
1232	1
1233	0
1234	0
1235	0
1236	0
1237	1
1238	0
1239	0
1240	0
1241	2
1242	0
1243	0
1244	1
1245	1
1246	1
1247	0
1248	0
1249	2
1250	0
1251	1
1252	0
1253	1
1254	1
1255	0
1256	2
1257	1
1258	0
1259	0
1260	0
1261	0
1262	0
1263	1
1264	0
1265	0
1266	1
1267	1
1268	2
1269	0
1270	0
1271	0
1272	2
1273	0
1274	2
1275	1
1276	1
1277	0
1278	1
1279	2
1280	0
1281	1
1282	0
1283	0
1284	1
1285	2
1286	0
1287	2
1288	2
1289	1
1290	3
1291	0
1292	0
1293	1
1294	1
1295	0
1296	2
1297	0
1298	0
1299	1
1300	1
1301	0
1302	0
1303	0
1304	0
1305	0
1306	0
1307	3
1308	1
1309	0
1310	0
1311	0
1312	1
1313	0
1314	1
1315	0
1316	0
1317	1
1318	0
1319	1
1320	1
1321	0
1322	1
1323	2
1324	3
1325	0
1326	1
1327	0
1328	0
1329	1
1330	1
1331	1
1332	1
1333	1
1334	2
1335	0
1336	0
1337	0
1338	0
1339	0
1340	1
1341	2
1342	2
1343	0
1344	0
1345	2
1346	0
1347	1
1348	1
1349	1
1350	1
1351	1
1352	0
1353	1
1354	0
1355	2
1356	0
1357	3
1358	2
1359	1
1360	2
1361	2
1362	1
1363	0
1364	1
1365	0
1366	0
1367	1
1368	0
1369	2
1370	0
1371	0
1372	1
1373	1
1374	1
1375	1
1376	0
1377	1
1378	0
1379	0
1380	0
1381	0
1382	0
1383	0
1384	0
1385	1
1386	0
1387	0
1388	1
1389	1
1390	0
1391	1
1392	1
1393	2
1394	0
1395	1
1396	2
1397	0
1398	2
1399	0
1400	0
1401	1
1402	0
1403	2
1404	0
1405	1
1406	2
1407	5
1408	1
1409	0
1410	0
1411	1
1412	2
1413	1
1414	0
1415	0
1416	0
1417	2
1418	0
1419	1
1420	1
1421	1
1422	0
1423	3
1424	3
1425	0
1426	0
1427	1
1428	1
1429	1
1430	1
1431	1
1432	0
1433	1
1434	2
1435	1
1436	0
1437	1
1438	0
1439	0
1440	1
1441	1
1442	1
1443	1
1444	0
1445	2
1446	1
1447	0
1448	0
1449	0
1450	0
1451	2
1452	0
1453	0
1454	1
1455	0
1456	0
1457	1
1458	2
1459	1
1460	1
1461	0
1462	1
1463	0
1464	0
1465	2
1466	0
1467	0
1468	2
1469	0
1470	2
1471	0
1472	1
1473	1
1474	2
1475	2
1476	0
1477	0
1478	0
1479	0
1480	1
1481	0
1482	0
1483	1
1484	1
1485	0
1486	2
1487	2
1488	2
1489	3
1490	0
1491	0
1492	0
1493	0
1494	0
1495	1
1496	0
1497	0
1498	0
1499	0
1500	0
1501	0
1502	0
1503	0
1504	0
1505	1
1506	0
1507	0
1508	0
1509	0
1510	0
1511	0
1512	0
1513	0
1514	0
1515	0
1516	0
1517	2
1518	0
1519	0
1520	1
1521	0
1522	0
1523	2
1524	0
1525	0
1526	0
1527	0
1528	0
1529	0
1530	0
1531	0
1532	0
1533	1
1534	3
1535	1
1536	0
1537	0
1538	0
1539	2
1540	0
1541	2
1542	0
1543	2
1544	2
1545	1
1546	0
1547	0
1548	0
1549	1
1550	0
1551	1
1552	0
1553	0
1554	0
1555	0
1556	0
1557	1
1558	0
1559	0
1560	0
1561	0
1562	0
1563	1
1564	2
1565	0
1566	0
1567	0
1568	1
1569	0
1570	0
1571	0
1572	0
1573	0
1574	0
1575	0
1576	0
1577	0
1578	1
1579	1
1580	0
1581	1
1582	2
1583	2
1584	0
1585	0
1586	0
1587	0
1588	1
1589	0
1590	1
1591	1
1592	0
1593	1
1594	0
1595	0
1596	0
1597	0
1598	1
1599	0
1600	0
1601	0
1602	0
1603	0
1604	0
1605	0
1606	0
1607	0
1608	1
1609	0
1610	2
1611	0
1612	0
1613	0
1614	0
1615	0
1616	0
1617	0
1618	2
1619	0
1620	1
1621	0
1622	1
1623	0
1624	0
1625	0
1626	1
1627	0
1628	0
1629	0
1630	1
1631	0
1632	0
1633	0
1634	1
1635	1
1636	0
1637	1
1638	0
1639	0
1640	0
1641	0
1642	0
1643	0
1644	0
1645	0
1646	1
1647	0
1648	0
1649	1
1650	2
1651	0
1652	0
1653	0
1654	1
1655	0
1656	0
1657	0
1658	0
1659	1
1660	1
1661	1
1662	0
1663	0
1664	1
1665	0
1666	0
1667	0
1668	1
1669	0
1670	1
1671	1
1672	1
1673	2
1674	0
1675	0
1676	0
1677	0
1678	1
1679	0
1680	1
1681	1
1682	0
1683	0
1684	0
1685	0
1686	0
1687	0
1688	0
1689	1
1690	1
1691	1
1692	0
1693	0
1694	0
1695	0
1696	0
1697	0
1698	1
1699	0
1700	1
1701	1
1702	0
1703	0
1704	0
1705	0
1706	1
1707	0
1708	0
1709	0
1710	1
1711	0
1712	1
1713	0
1714	1
1715	0
1716	0
1717	1
1718	0
1719	0
1720	0
1721	1
1722	0
1723	0
1724	0
1725	0
1726	0
1727	0
1728	0
1729	0
1730	0
1731	0
1732	0
1733	1
1734	1
1735	0
1736	0
1737	1
1738	0
1739	0
1740	0
1741	0
1742	0
1743	0
1744	2
1745	0
1746	0
1747	0
1748	1
1749	0
1750	0
1751	3
1752	0
1753	0
1754	1
1755	0
1756	0
1757	1
1758	1
1759	1
1760	0
1761	0
1762	1
1763	0
1764	1
1765	2
1766	0
1767	0
1768	0
1769	1
1770	1
1771	1
1772	0
1773	0
1774	0
1775	0
1776	0
1777	0
1778	2
1779	1
1780	0
1781	0
1782	0
1783	3
1784	0
1785	3
1786	1
1787	0
1788	0
1789	0
1790	1
1791	2
1792	1
1793	0
1794	1
1795	1
1796	1
1797	1
1798	0
1799	0
1800	1
1801	0
1802	0
1803	2
1804	1
1805	0
1806	0
1807	1
1808	0
1809	2
1810	1
1811	1
1812	1
1813	2
1814	1
1815	1
1816	0
1817	0
1818	0
1819	2
1820	1
1821	1
1822	2
1823	1
1824	0
1825	0
1826	2
1827	0
1828	1
1829	1
1830	0
1831	2
1832	3
1833	0
1834	1
1835	2
1836	1
1837	0
1838	0
1839	0
1840	0
1841	2
1842	1
1843	0
1844	0
1845	2
1846	0
1847	1
1848	1
1849	1
1850	2
1851	1
1852	0
1853	0
1854	1
1855	2
1856	0
1857	0
1858	0
1859	0
1860	0
1861	0
1862	1
1863	1
1864	1
1865	1
1866	0
1867	1
1868	0
1869	0
1870	1
1871	0
1872	0
1873	2
1874	0
1875	0
1876	1
1877	0
1878	0
1879	1
1880	0
1881	0
1882	0
1883	0
1884	0
1885	0
1886	0
1887	0
1888	0
1889	0
1890	1
1891	0
1892	0
1893	1
1894	0
1895	0
1896	0
1897	0
1898	0
1899	0
1900	0
1901	0
1902	0
1903	1
1904	0
1905	1
1906	0
1907	1
1908	0
1909	0
1910	2
1911	0
1912	0
1913	0
1914	0
1915	0
1916	0
1917	0
1918	0
1919	0
1920	0
1921	0
1922	0
1923	0
1924	0
1925	0
1926	0
1927	0
1928	0
1929	0
1930	0
1931	0
1932	0
1933	0
1934	0
1935	0
1936	0
1937	0
1938	0
1939	1
1940	1
1941	0
1942	0
1943	0
1944	0
1945	0
1946	0
1947	0
1948	1
1949	0
1950	0
1951	0
1952	0
1953	0
1954	1
1955	0
1956	1
1957	0
1958	0
1959	0
1960	0
1961	0
1962	0
1963	0
1964	0
1965	1
1966	0
1967	0
1968	0
1969	1
1970	0
1971	0
1972	0
1973	0
1974	1
1975	0
1976	0
1977	0
1978	0
1979	0
1980	0
1981	0
1982	0
1983	1
1984	0
1985	0
1986	0
1987	0
1988	0
1989	0
1990	0
1991	0
1992	0
1993	0
1994	0
1995	0
1996	0
1997	0
1998	0
1999	0
2000	0
2001	0
2002	0
2003	0
2004	0
2005	0
2006	0
2007	0
2008	0
2009	0
2010	0
2011	0
2012	0
2013	0
2014	0
2015	0
2016	0
2017	0
2018	0
2019	0
2020	0
2021	0
2022	0
2023	0
2024	0
2025	0
2026	0
2027	0
2028	0
2029	0
2030	0
2031	0
2032	0
2033	0
2034	0
2035	0
2036	0
2037	0
2038	0
2039	0
2040	0
2041	0
2042	0
2043	0
2044	0
2045	0
2046	0
2047	0
